"dgrid","Fecha","accidentes","Clas.Final","TemporadaTrafico","Eventos.Especiales","DiaMes","T_Med","T_Max","T_Min","Hum_Rel_Med","Prec_Tot","Vis_Med","Vel_Med_Viento","Vel_Max_S_Viento","Vel_Max_Raf_Viento","Ind_Lluvia","Ind_Nieve","Ind_Tormenta","Ind_Niebla","semaf_count_d","colegios_count_d","paraderos_count_d","parques_count_d","estaciones_count_d","viasprincipales_count_d","viassecudarias_count_d","viviendas_count_d","hogares_count_d","personas_count_d","comercial_count_d","lotes_count_d"
18,"2014-03-17",2,"Habil","Normal Trafico","No",17,14.5,20,10,73,12.95,9,9.8,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-17",2,"FestivoEntreSemana","Bajo Trafico","No",17,13.8,19.4,10.9,81,18.03,9.7,9.1,20.6,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-17",4,"Sabado","Normal Trafico","No",17,13.8,18,11,84,0.51,10.1,7.4,22.2,0,1,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-17",2,"Habil","Bajo Trafico","Día del padre",17,13.6,18.5,10,70,0,11.4,14.4,29.4,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-17",2,"Habil","Bajo Trafico","No",17,13.9,19,9.5,68,0,11.4,17,27.8,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-17",2,"DomingoFestivo","Moderado Trafico","No",17,14.4,19,9,70,0,11.1,15,46.9,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-17",4,"VisperaDescanso","Normal Trafico","No",17,14.1,19.6,9,73,3.05,10.9,8.9,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-17",2,"FestivoEntreSemana","Moderado Trafico","No",17,14.4,18.4,11,67,1.02,11.6,12.4,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-17",1,"Habil","Moderado Trafico","Novenas",17,13.7,20.4,8,78,0,7.4,8.7,18.3,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-18",2,"Sabado","Moderado Trafico","No",18,14.3,19.6,11,68,0,11.6,10.4,18.3,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-18",4,"Habil","Normal Trafico","No",18,14.6,20,9.6,77,1.02,8.7,9.6,25.9,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-18",1,"Habil","Normal Trafico","No",18,14.7,21,10,70,0,10.9,12,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-18",4,"DomingoFestivo","Normal Trafico","No",18,14.1,19,11,82,0.76,10.1,8.7,18.3,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-18",3,"Habil","Bajo Trafico","No",18,14.1,18,9,66,0,12.1,13,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-18",1,"VisperaDescanso","Bajo Trafico","No",18,14.2,18.8,11,65,0,11.7,16.7,33.5,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-18",1,"FestivoEntreSemana","Moderado Trafico","No",18,14.1,19.3,9.7,69,0.25,11.7,16.1,28.7,40.7,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-18",1,"Habil","Normal Trafico","No",18,13.8,19.9,10.5,80,0.76,10.6,8.1,18.3,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-18",4,"Habil","Normal Trafico","No",18,13.5,20,8.6,75,0,11.1,9.8,33.5,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-18",3,"Habil","Moderado Trafico","Novenas",18,13.2,21,6.9,79,0,7.2,7,22.2,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-19",2,"Habil","Normal Trafico","No",19,14.1,20,11.9,83,1.02,9.5,6.9,14.4,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-19",2,"Habil","Normal Trafico","No",19,13.8,20.6,9,75,0,10,10.4,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-19",1,"Sabado","Bajo Trafico","No",19,14.1,20.4,11,83,4.06,10.9,9.1,14.8,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-19",4,"Habil","Normal Trafico","No",19,13.4,18.7,9,77,0,11.6,10.9,25.9,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-19",2,"Habil","Bajo Trafico","Partido Colombia",19,14.1,19,9.7,73,0.25,10.9,14.8,28.7,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-19",1,"Sabado","Bajo Trafico","No",19,14.2,18,9,64,0,11.6,16.9,39.6,44.6,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-19",4,"Habil","Normal Trafico","No",19,13.4,19.3,10.5,69,0,11.9,16.1,33.5,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-19",2,"VisperaDescanso","Normal Trafico","Amor y Amistad",19,13.6,19,8.6,78,0.25,11.4,8.1,29.4,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-19",2,"DomingoFestivo","Normal Trafico","No",19,13.3,17.4,11,84,20.07,9.5,7.6,14.8,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-19",1,"Habil","Normal Trafico","No",19,14.1,19.8,11,79,2.03,10.3,8.7,22.2,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-19",2,"VisperaDescanso","Moderado Trafico","Novenas",19,13,20.7,4.5,78,9.91,6.9,8,18.3,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-20",1,"Habil","Moderado Trafico","No",20,13.2,22,7,69,0,12.4,11.5,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-20",2,"Habil","Normal Trafico","No",20,14.1,19,10.6,79,2.03,9.3,7.4,24.1,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-20",4,"Habil","Normal Trafico","No",20,14.8,19,11,68,0,10,12.2,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-20",2,"DomingoFestivo","Bajo Trafico","No",20,14.6,19,10,74,3.05,12.4,10.7,18.3,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-20",1,"Habil","Normal Trafico","No",20,14.5,19,11.6,66,0,11.6,11.9,20.6,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-20",1,"VisperaDescanso","Bajo Trafico","No",20,13.9,18.7,7.9,71,0,12.7,13.9,32.4,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-20",2,"DomingoFestivo","Bajo Trafico","No",20,13.6,17.8,9.4,72,0,10.1,11.7,24.1,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-20",2,"Habil","Normal Trafico","No",20,12.7,18,7,70,0,12.1,15.2,33.5,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-20",2,"Sabado","Normal Trafico","Amor y Amistad",20,13.8,19,10.8,82,16,10.8,8.3,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-20",3,"Habil","Normal Trafico","No",20,13.6,18.2,9,77,3.05,11.1,7,14.4,0,0,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-20",2,"Habil","Normal Trafico","No",20,12.9,20,5.9,81,6.1,11.6,8.5,25.9,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-20",2,"Sabado","Moderado Trafico","Novenas",20,14.4,21,9.8,77,9.91,8.4,6.7,22.2,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-21",2,"VisperaDescanso","Normal Trafico","No",21,13.6,19.1,9,86,0,8.4,6.1,25.9,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-21",5,"VisperaDescanso","Normal Trafico","No",21,14.4,21.2,8,69,0,11.1,11.1,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-21",3,"Habil","Normal Trafico","No",21,13.5,18.2,8.5,79,0,10.9,9.4,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-21",3,"Habil","Normal Trafico","No",21,12.2,20,2.6,77,0,11.9,9.6,24.1,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-21",1,"Sabado","Bajo Trafico","No",21,13.6,18.1,9.5,77,5.08,10.8,8.9,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-21",1,"Habil","Moderado Trafico","No",21,13.8,18,9.6,66,0,12.2,13.9,28.7,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-21",2,"Habil","Normal Trafico","No",21,13.3,19.4,7.9,74,0,10.9,8,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-21",1,"DomingoFestivo","Normal Trafico","No",21,13.8,19,10.8,84,5.08,10.9,7,18.3,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-21",1,"Habil","Normal Trafico","No",21,14.1,19,9.8,69,0,11.6,10,18.3,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-22",1,"Habil","Moderado Trafico","No",22,14.3,19,9.9,76,NA,10.1,9.1,25.9,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-22",2,"Sabado","Normal Trafico","No",22,13.9,20,10.6,84,4.06,6.9,8,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-22",5,"Sabado","Moderado Trafico","No",22,14.8,21,8.8,64,0,9,10.2,18.3,31.7,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-22",1,"Habil","Normal Trafico","No",22,13.9,18.2,12,82,3.05,10.3,7.6,29.4,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-22",2,"Habil","Normal Trafico","No",22,15.6,23,9.8,74,10.92,9.3,8,29.4,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-22",1,"VisperaDescanso","Normal Trafico","No",22,12.9,20,7,74,NA,11.4,9.6,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-22",2,"Habil","Normal Trafico","No",22,14.2,20,9,72,13.97,10.9,8.3,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-22",3,"Habil","Normal Trafico","No",22,13.7,19,10.8,77,0.76,10.6,8.3,18.3,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-22",4,"Sabado","Normal Trafico","No",22,12.6,20,7.7,83,0.76,6.9,7.6,29.4,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-22",2,"Habil","Moderado Trafico","Novenas",22,13.8,21,7,65,0.76,10,12.6,27.8,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-23",1,"Habil","Moderado Trafico","No",23,13.9,20,7.8,72,20.07,10.5,12.2,29.4,0,1,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-23",1,"DomingoFestivo","Normal Trafico","No",23,14.1,20,8.7,77,2.03,9.3,8.1,25.9,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-23",2,"Habil","Normal Trafico","No",23,13.8,20,8,80,18.03,10.8,10.2,24.1,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-23",1,"VisperaDescanso","Normal Trafico","No",23,14.5,22.6,9,81,7.11,11.6,8.9,29.4,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-23",3,"FestivoEntreSemana","Bajo Trafico","No",23,13.6,18,9.9,77,0,10.3,10.4,28.7,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-23",3,"Sabado","Normal Trafico","No",23,14.1,20,10.6,73,0,11.1,11.1,20.6,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-23",3,"Habil","Normal Trafico","No",23,14.3,21,8.7,64,0,11.3,7.6,14.8,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-23",2,"Habil","Normal Trafico","No",23,14.2,20,10,71,11.94,11.1,8.7,18,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-23",1,"DomingoFestivo","Normal Trafico","No",23,15.1,21,9,70,0,12.1,12,28.7,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-23",1,"Habil","Moderado Trafico","Novenas",23,13.2,21,5.8,60,0,12.7,16.7,37,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-24",2,"VisperaDescanso","Moderado Trafico","No",24,12,21,2.8,74,0,9.7,9.1,25.9,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-24",1,"Habil","Normal Trafico","No",24,14.3,19.6,10,79,3.05,9.8,8.9,18.3,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-24",3,"Habil","Normal Trafico","No",24,14.1,20.4,11.9,82,7.11,9.2,6.7,14.8,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-24",2,"Sabado","Normal Trafico","No",24,14.9,22,8,64,12.95,10.5,11.9,79.1,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-24",1,"Habil","Moderado Trafico","No",24,13.7,19,9.7,75,1.02,11.6,13.1,33.5,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-24",1,"DomingoFestivo","Normal Trafico","No",24,14.3,20,8.5,70,0.25,12.2,8,18.3,33.5,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-24",2,"Habil","Normal Trafico","No",24,12.9,20.6,5,72,0,11.6,8.1,18.3,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-24",4,"VisperaDescanso","Normal Trafico","No",24,13.1,20.4,7,80,0,10.8,7,18,0,1,1,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-24",2,"Habil","Normal Trafico","No",24,14.7,21.2,10.7,68,0,12.1,9.6,18.3,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-24",3,"VisperaDescanso","Moderado Trafico","Navidad",24,13.1,20.6,7,66,0,12.2,9.8,21.7,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-25",1,"Sabado","Moderado Trafico","No",25,14.5,20.7,8.7,75,1.02,9.7,8.9,25.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-25",1,"Habil","Normal Trafico","No",25,13.8,19.2,9,84,0,9.2,8.1,18.3,0,1,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-25",2,"Habil","Normal Trafico","No",25,14.5,19,11,77,4.06,11.6,9.4,14.8,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-25",3,"VisperaDescanso","Normal Trafico","No",25,14.1,19,10,74,2.03,12.4,10.2,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-25",1,"DomingoFestivo","Normal Trafico","No",25,12.9,21,4.6,69,0,11.1,10.4,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-25",2,"Habil","Bajo Trafico","No",25,13.8,18,11,78,4.06,10.5,8.1,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-25",3,"VisperaDescanso","Moderado Trafico","No",25,14.6,20,8.7,63,0.51,11.6,14.3,33.5,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-25",1,"Habil","Normal Trafico","No",25,13.7,20.3,9,74,0,10.3,10,21.7,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-25",1,"Habil","Normal Trafico","No",25,14.4,22,8,68,NA,11.9,10.2,18.3,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-25",1,"Sabado","Normal Trafico","No",25,14.1,20.4,10,82,7.87,10.1,9.1,20.6,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-25",1,"Habil","Normal Trafico","No",25,13.5,18.7,8.6,71,0,12.2,10.2,14.8,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-25",2,"FestivoEntreSemana","Bajo Trafico","No",25,13.7,19.7,8,74,0,11.4,9.1,28.7,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-26",1,"Habil","Normal Trafico","No",26,14.2,19,11,83,0.51,7.9,8.9,25.9,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-26",3,"Habil","Normal Trafico","No",26,13.9,19,9,75,0,10.5,9.3,18.3,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-26",2,"Sabado","Normal Trafico","No",26,14.3,19,10.8,74,0,12.1,9.6,20.6,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-26",2,"Habil","Normal Trafico","No",26,13.6,19.2,7,71,0,10.9,10.6,25.9,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-26",1,"Habil","Bajo Trafico","No",26,13.4,18,9,68,1.02,11.6,12.4,24.1,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-26",1,"Sabado","Moderado Trafico","No",26,14.1,21,9,64,0.25,11.7,13,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-26",4,"Habil","Normal Trafico","No",26,13.1,17.4,9,75,3.05,11.1,12.2,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-26",3,"VisperaDescanso","Normal Trafico","No",26,13.3,21,6.3,73,11.94,10.8,8.7,22.2,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-26",1,"DomingoFestivo","Normal Trafico","No",26,13.6,18.3,11,84,8.89,10.5,8.7,25.2,0,1,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-26",5,"Habil","Normal Trafico","No",26,12.6,20,7,79,0,11.6,8.7,22.2,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-26",2,"VisperaDescanso","Bajo Trafico","No",26,12.9,21,4.8,65,0,11.7,10.9,25.9,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-27",3,"Habil","Normal Trafico","No",27,14.3,18.8,10,82,0,10.9,8.9,21.7,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-27",2,"Habil","Normal Trafico","No",27,14.7,19,9,67,0,10.6,12.4,31.7,0,0,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-27",2,"DomingoFestivo","Normal Trafico","No",27,14,20,9.6,76,0.25,12.2,9.8,18.3,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-27",2,"VisperaDescanso","Bajo Trafico","No",27,13.2,19,7,57,0,10.5,12.4,27.8,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-27",1,"DomingoFestivo","Moderado Trafico","No",27,13.8,20.8,9.8,66,0,12.1,11.5,35.9,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-27",4,"Habil","Normal Trafico","No",27,12.4,17.4,9.6,79,2.03,11.1,7.8,18.3,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-27",5,"Sabado","Normal Trafico","No",27,13.6,19.6,8,71,0,11.3,10.9,29.4,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-27",1,"Habil","Normal Trafico","No",27,13.2,19.6,7,82,0.25,9.8,7.4,20.6,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-27",1,"Sabado","Bajo Trafico","No",27,14.4,22,7,59,0,12.4,11.1,24.1,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-28",1,"Habil","Normal Trafico","No",28,13.2,20,8.9,74,NA,11.1,9.1,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-02-28",3,"VisperaDescanso","Normal Trafico","No",28,13.2,18.4,10.9,89,2.03,8.5,9.3,39.6,0,1,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-28",3,"VisperaDescanso","Normal Trafico","No",28,14.3,22,8,64,0,9.2,8.7,18.3,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-28",3,"Habil","Normal Trafico","No",28,13.4,19,9,79,2.03,10.8,8.5,18.3,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-28",1,"Habil","Moderado Trafico","No",28,14.7,20,10,62,0,12.7,16.7,37,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-28",1,"DomingoFestivo","Normal Trafico","No",28,13.7,24,7.8,67,NA,11.7,12.8,35.9,0,1,0,1,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-28",2,"Habil","Normal Trafico","No",28,12.1,20,4,83,0,9.7,7.2,22.2,0,1,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-28",5,"VisperaDescanso","Normal Trafico","No",28,13.2,21,7,74,5.08,10.3,9.3,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-28",1,"DomingoFestivo","Bajo Trafico","No",28,13.1,21.9,5.8,67,0,12.4,12.2,22.2,40.7,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-29",2,"Habil","Normal Trafico","No",29,14.2,20,7.7,75,0.76,10.3,10.4,22.2,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-29",2,"Sabado","Normal Trafico","No",29,13.1,22,4,73,0,7.9,10,25.9,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-29",1,"Habil","Normal Trafico","No",29,14.7,20.9,11,74,5.08,11.1,10,18.3,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-05-29",2,"Habil","Normal Trafico","No",29,14.8,19.8,10.6,74,0.25,10.8,8,16.5,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-29",1,"Habil","Moderado Trafico","No",29,13.5,20,8,61,0,12.1,17,33.5,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-29",3,"VisperaDescanso","Normal Trafico","No",29,13.4,19,6.5,66,0,11.7,17.2,37,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-09-29",1,"Habil","Normal Trafico","No",29,13.9,19,9,61,0,12.1,12.6,25.9,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-29",2,"Habil","Normal Trafico","No",29,12.7,20,7.6,81,0,6.4,9.6,29.4,0,0,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-29",4,"Sabado","Moderado Trafico","No",29,13.6,20.5,8,72,0,13.8,9.3,22.2,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-12-29",1,"Habil","Bajo Trafico","No",29,12.4,20.4,4.9,61,0,11.7,11.9,24.1,0,0,0,0,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-01-30",2,"Habil","Normal Trafico","No",30,14.2,20,10,75,0,10.5,8.5,25.9,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-03-30",1,"DomingoFestivo","Normal Trafico","No",30,14.2,22.4,5.1,74,0,8,11.3,31.7,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-04-30",2,"VisperaDescanso","Normal Trafico","No",30,14.7,21,9.8,71,0.51,12.1,9.4,21.7,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-06-30",1,"FestivoEntreSemana","Bajo Trafico","No",30,12.7,18.5,8,78,0.76,12.1,9.6,18.3,0,1,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-07-30",3,"Habil","Moderado Trafico","No",30,13.7,19,8.8,69,0,12.2,14.6,27.8,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-08-30",3,"Sabado","Normal Trafico","No",30,12.4,20,1.6,56,0,12.6,15,27.8,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-10-30",1,"Habil","Normal Trafico","No",30,13,20,6.8,80,0,8.5,8.5,18.3,0,0,0,1,1,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
18,"2014-11-30",1,"DomingoFestivo","Moderado Trafico","No",30,14.9,19.3,10.6,69,0,12.6,13,25.9,0,0,0,0,0,29,94,222,165,3,3,3912,72882,77396,271348,7197,31084
