FID,Código Único Paradero SITP,Nombre Paradero,Dirección Paradero,coord_x,coord_y
1840,016A03,Montessori itish School,AV. Boyacá - CL 128,"-74,0760987266236","4,715685352965594"
1844,107A02,Br. Iberia,AV. Boyacá - AC 138,"-74,06886623665923","4,728945007588918"
1845,094A02,Br. Atenas,AV. Boyacá - CL 139,"-74,06811034477185","4,730481671168654"
1854,433A03,Las Mercedes I,AK 104 - CL 162,"-74,09036255579389","4,757983198784406"
1855,012A03,Pinos de Lombardía,AV. C. de Cali - CL 152A,"-74,09286489835777","4,7532110653022155"
1856,011A03,C.C. Plaza Imperial,AV. C. de Cali - CL 151 C,"-74,09412818746372","4,750832559802315"
1865,081A03,Br. San Cayetano,AV. C. Cali - KR 93C,"-74,09767712841902","4,722331935977115"
1872,005A04,Br. Florencia,AV. C. Cali - CL 72B,"-74,10512069911897","4,697580178908568"
1873,012A05,Br. Florida Blanca,AV. C. Cali - CL 70,"-74,10756144600043","4,693099763541131"
1875,034A05,Br. Florida Blanca,AV. C. Cali - CL 68,"-74,10871641535111","4,690815799505918"
1881,193A06,Br. Villa del Pinar,AV. C. de Cali - AV. Esperanza,"-74,12499358107553","4,672686644261466"
1887,128A07,Br. El Vergel,AV. C. de Cali - CL 18,"-74,13404348772549","4,661660395608759"
1899,122B07,Biblioteca el Tintal,AV. C. de Cali - CL 6C,"-74,15408449747233","4,64281654650978"
1910,025A08,C.C. Milenio Plaza,AV. C. de Cali - CL 42F Sur,"-74,1689931346586","4,629692566600233"
1911,023A08,Portal Américas,AV. C. de Cali - AV. V/cio,"-74,17192627869002","4,628023005200038"
1914,317A08,DG 56A Bis Sur,AV. C. de Cali - DG 56A Bis Sur,"-74,18241805952442","4,621149782906839"
1921,022A08,Portal Américas,AV. C. de Cali - AV. V/cio,"-74,17210139806815","4,627690662776728"
1922,024A08,Br. Tintalito,AV. C. de Cali - CL 42C Sur,"-74,16887316465241","4,629397193602069"
1927,112B08,Br. Llano Grande,AV. C. de Cali- CL 38 C Sur,"-74,16362636289436","4,63387194019161"
1928,028A08,Br. Saucedal,AV. C. de Cali - CL 36 Sur,"-74,16217627451495","4,6350931169448915"
1933,356B07,Br. Ciudad Techo II,AV. C. Cali - CL 6,"-74,15465845446354","4,641967818979949"
1939,126A07,Uniagustiniana,AV. C. de Cali - AC 12,"-74,14342348391986","4,652492158314037"
1942,343A07,Br. El Vergel Occidental,AV. C. Cali - CL 15A,"-74,13814738810038","4,656946211932699"
1944,130A07,Br. El Vergel,AV. C. de Cali - CL 18,"-74,13408179278753","4,66117446558108"
1962,007A03,Br. Los Cerezos,AV. C. Cali - KR 91,"-74,09257270065035","4,716210056985998"
1963,048A03,Humedal Juan Amarillo,AV. C. Cali - Kr93,"-74,0941044243295","4,719289588584322"
1972,078A03,Parque El Poa,AV. C. de Cali - CL 142,"-74,09664015906912","4,74549821367811"
1975,105A03,Turingia II,AV. C. de Cali - CL 151 C,"-74,09367288983671","4,751175712608185"
1986,285A06,Imprenta Nacional de Colombia,AV. Esperanza - KR 68A,"-74,10797499981452","4,651613000316484"
1990,071A06,Br. Modelia,AV. Esperanza - KR 72B,"-74,1174239327238","4,6634617656323885"
1995,192A06,Br. Bosque de Modelia,AV. Esperanza - AV. C. de Cali,"-74,12489144891593","4,671721204333783"
1997,189A06,Humedal de Capellanía,AV. Esperanza - KR 95A,"-74,12898822654896","4,676476090517819"
2005,146A06,Br. Modelia Occidental,AV. Esperanza - KR 81,"-74,12165863319395","4,6679113661754545"
2008,423A06,Urb. Carlos Lleras Restrepo,Av. Esperanza - KR 71,"-74,11532022744872","4,660582506676915"
2011,187A06,C.C. Salitre Plaza,AV. Esperanza - KR 68B,"-74,11029053951168","4,652713484742665"
2012,416A06,C.C. Salitre Plaza,AV. Esperanza - KR 68A,"-74,10802484732963","4,651054046081064"
2028,063A05,Portal de Santa Inés,AC 63 - KR 98,"-74,1230206327766","4,693814182206668"
2030,203A05,Br. Alameda,AC 63 - KR 105,"-74,12705870909905","4,6968965641623734"
2037,064A05,Br. Bonaire,CL 64 - KR 112C,"-74,1367328173107","4,705410539359167"
2066,074A10,Br. El Ensueño (Br. Atlanta),AV. J. Gaitán C. - AV. V/cio,"-74,1556619489927","4,580897318591046"
2067,074B10,Br. Atlanta,AV. J. Gaitán C. - CL 59B Sur,"-74,15483191465331","4,581043976458986"
2068,386A10,Urb. El Ensueño,AV. J. Gaitán C. - DG 68 B Sur,"-74,15865030617641","4,580399664636095"
2071,073B10,Br. El Ensueño,AV. J. Gaitán C. - CL 59C Sur,"-74,15560832316349","4,580694506385848"
2074,013A10,Br. Muzú,AV. J. Gaitán C. - CL 56F Sur,"-74,14403426554951","4,578769191183133"
2085,080A04,Estación NQS - Calle 75,AV. NQS - CL 76,"-74,07095279668879","4,67101065958842"
2095,113A05,Instituto Geográfico Agustín Codazzi IGAC,AV. NQS - CL 48,"-74,0795432069861","4,638439060972196"
2099,089A07,Estación CAD,AV. NQS - CL 22C,"-74,08363248817805","4,624573574575278"
2112,127A00,Estación Comuneros,AV. NQS - CL 4A,"-74,09942137283316","4,604416539714261"
2118,694A00,CAD,AV. NQS - AC 25,"-74,08211683356271","4,625379827794988"
2139,021A05,Hospital Engativa,AK 70 - CL 64,"-74,09903819465208","4,6732651764543185"
2140,166A05,Universidad Libre,AK 70 - CL 54,"-74,1032010460692","4,669161996799457"
2145,020A05,Br. San Joaquin Norte,AK 70 - CL 65,"-74,09630447571544","4,677007057283185"
2146,025A05,Br. La Estrada,AK 70 - CL 68,"-74,09445718825","4,679598753321499"
2168,144A09,Br. San Diego Bosa,KR 80K - CL 82B Sur,"-74,20671705317525","4,611975784401118"
2198,045A03,Urb. Morato,AV. Suba - CL 115,"-74,06993902183952","4,698775854235688"
2201,046A03,Br. Andes Norte,AV. Suba - CL 100,"-74,06583307779735","4,690382077146253"
2205,212A03,Estación San Martín,AK 50 - CL 86B,"-74,06677853666758","4,677364792874728"
2210,049A02,Estación Suba - Calle 100,AV. Suba - CL 100,"-74,06531108026049","4,690056622253824"
2223,548A03,Br. Java I Sector,AV. Suba - KR 95B,"-74,08850917415758","4,740634794591311"
2237,118A11,CADE Ciudad Bolívar,AV. V/cio - TV 32,"-74,14879033922743","4,5707243467958"
2242,031B11,Br. Arborizadora Baja,AV. V/cio - KR 44A,"-74,15328454232193","4,573985600642713"
2248,029A10,Br. El Ensueño,AV. V/cio - TV 70D,"-74,15984942951995","4,585619424997667"
2250,335A10,Br. Rafael Escamilla,AV. V/cio - CL 60 A Sur,"-74,16140696269552","4,592104016244988"
2254,022A09,Br. Timiza B,AV. V/cio - TV 77P Bis,"-74,16134470854803","4,608782320245839"
2256,018A09,Br. Timiza,AV. V/cio - KR 78G,"-74,16185062444468","4,614149957293279"
2257,036A08,Br. Ciudad Kennedy Sur,AV. V/cio - KR 78L,"-74,16373832891138","4,617364557398178"
2258,035A08,Av. Villavicencio,AV. V/cio - KR 79C,"-74,16487766218621","4,6193012875653245"
2259,599A08,Br. Villa Nelly,AV. V/cio - KR 80G,"-74,16688575886728","4,622733410842117"
2261,032A08,Br. Villa de la Loma,AV. V/cio - KR 82 A,"-74,16970209226737","4,627091013043274"
2262,032B08,Br. Villa de la Loma,AV. V/cio - KR 81G,"-74,1690890001708","4,6255490000186885"
2268,037A08,Br. Pastrana,AV. V/cio - TV 78H,"-74,16328702070253","4,616101433647175"
2281,089B10,Br. Verona,AV. V/cio - KR 48,"-74,15583817689186","4,577134269894128"
2306,153A02,Br. Villas III Sector,AV. Villas - CL 129,"-74,06899109709386","4,717459332473185"
2318,122A08,Br. Ciudad Kennedy,CL 26 Sur - KR 73C,"-74,1452231301325","4,623119779999199"
2322,120A08,Distrito Militar,CL 26 Sur - KR 78H,"-74,14954321008052","4,627134305029373"
2329,123B08,IED Kennedy,CL 26 Sur - KR 73D,"-74,1452645775014","4,622900460721405"
2337,075B11,Br. Tunal Oriental,CL 47B Sur - KR 23B,"-74,12883351779239","4,576702010791817"
2340,070A11,Centro Integral José María Córdoba,CL 48B Sur - KR 24D,"-74,13176914386894","4,579259236757827"
2341,069B11,CAI Tunal,CL 48B Sur - KR 24A,"-74,13113689160568","4,577731862783987"
2350,155A00,Br. Progreso,KR 24 - AC 6,"-74,09356958807061","4,602093307994476"
2359,302B10,Br. Venecia,KR 51 - CL  45 Sur,"-74,13804174173139","4,5940023072658125"
2379,199B08,Br. Ciudad Kennedy Supermanzana 8,KR 78B - CL 37 Sur,"-74,15126599643746","4,621625818628137"
2384,201B08,Br. Ciudad Kennedy Oriental,KR 78B - CL 35 Sur,"-74,14890939025709","4,624075997718794"
2405,046A09,Hsp. Pablo VI Bosa,CL 63 Sur - KR 77G,"-74,17930994433691","4,597896670607418"
2406,048A09,Colegio Colombo Japonés,CL 63 Sur - KR 78,"-74,18085632402993","4,601023256331367"
2419,250A08,Br. La Libertad,CL 59C Sur - KR 88H,"-74,19203829307352","4,627570464254575"
2430,253A09,Br. Ciudadela El Recreo I,CL 73 Sur - KR 95,"-74,20347078158862","4,630430504304501"
2458,212A10,IED Ismael Perdomo,CL 63A Sur - TV 70G,"-74,16369965194681","4,58820340962986"
2462,557A11,Br. Central de Mezclas,Av. Boyacá – CL 71 Sur,"-74,13701603545852","4,54646788897321"
2466,037A12,C.C. Santa Librada,AV. Caracas - CL 74C Sur,"-74,11638806470842","4,51483053581974"
2471,211A12,Br. Batania,KR 4 A Este -CL 80 A Sur,"-74,10691160113063","4,5098692025882565"
2480,073A09,CED Los Andes,KR 80C - CL 65 Sur,"-74,18561776603998","4,607635866866986"
2488,062A03,El Rincón,KR 93 - CL 129A,"-74,09099484758305","4,725113175791946"
2489,057A03,Altos de Chozica,AK 91 - CL 131D,"-74,08755105083848","4,729924846312905"
2490,089A00,INPEC,AC 34 - KR 28A,"-74,07762015201635","4,624325061523459"
2516,568A09,Colegio Parroquial Monseñor Emilio de Brigard,CL 28 Sur - KR 52B,"-74,12808734028648","4,606938878648243"
2517,131A08,Calle 47F Sur,KR 79 - CL 42F Sur,"-74,16355837480039","4,618660113805021"
2524,109A03,Japón,KR 93 - CL 127B,"-74,09432877408014","4,720422009910679"
2530,356A00,Br. Galerías,AK 24 - CL 52,"-74,07401019748694","4,641270590559194"
2540,052C09,Zona Recreativa La Avenida Bosa,CL 65 Sur - KR 78L,"-74,18482655958213","4,607388169872201"
2552,362A11,CED Rufino José Cuervo,CL 52 Sur - KR 11A,"-74,12415703125541","4,559370225939674"
2562,239A05,IED Antonio Villavicencio,KR 112 - CL 65,"-74,133550188667","4,704943385272846"
2565,030A04,Br. Los Cerezos,AC 90 - KR 91,"-74,09724625418795","4,712680705266797"
2588,081A11,Br. San Carlos,CL 55 Sur - KR 16C,"-74,12973228672574","4,564437721332023"
2609,535A03,Br. Alcaparros de Suba,AC 132 - KR 105B,"-74,1009082741729","4,7363444056910415"
2611,026A00,Pq. El Renacimiento,KR 19B - CL 24,"-74,07797337317932","4,6186894336181386"
2613,023A00,San Luis,TV 24 - DG 53D,"-74,07286105460919","4,644131687200627"
2615,118A06,Corferias,AK 40 - CL 22B,"-74,0931562390724","4,630341017004548"
2616,011A02,Br. Villa del Prado,AC 170 - CL 56A,"-74,0569476050652","4,754028116862883"
2620,089A02,C. C.  Santafé,Auto Norte - CL 187,"-74,04470167589068","4,764410437626375"
2635,153A04,Br. Bochica,TV 94L - CL 84 Bis,"-74,10378442099784","4,711284104655316"
2644,029A03,Aures I,AC 132 - KR 98C,"-74,09425249094285","4,734122240596076"
2656,043A05,Salón Comunitario Villas del Dorado,KR 110 Bis - CL 65B,"-74,12989374632164","4,702577731584233"
2658,042A05,Br. San Antonio Engativá,KR 110 - CL 68C,"-74,1278908589709","4,704875076567107"
2664,564A08,INEM  Kennedy,CL 38 C Sur - KR 78 N Bis,"-74,15577526697422","4,623710433512169"
2672,326A01,Br. Tibabita,AC 183 - KR 8D,"-74,03048102244787","4,760280470910159"
2673,272A01,Br. San Cristóbal Norte,CL 163A - KR 8G,"-74,0308657843588","4,740328907283869"
2694,059A00,Br. Veraguas,AC 6 - AK 27,"-74,09572868885598","4,604619017452163"
2700,153A00,Avenida Caracas,CL 66 - AV. Caracas,"-74,06452344101262","4,653315637610443"
2713,255A05,Br. La Riviera,KR 111 C - CL 70B,"-74,12972399976724","4,7081039998574425"
2731,277A12,Urbanización Marruecos II Sector,KR 5I - CL 48R Sur,"-74,11305475894717","4,554169941841517"
2740,052B09,Zona Recreativa La Avenida Bosa,CL 65 Sur - KR 78L,"-74,18415615946202","4,60589576833474"
2741,058A08,Br. Patio Bonito II,AC 38 Sur - KR 87I,"-74,16567002028427","4,638137090039595"
2748,158A00,Br. El Listón,KR 22 - CL 17,"-74,08477950025197","4,612750015224251"
2753,087A05,Br. Normandía Occidental,AC 53 - KR 73A,"-74,10894116395372","4,674481938938415"
2761,306A05,Br. Álamos,TV 93 - CL 65,"-74,11720885179027","4,69066109949856"
2778,165A02,Gimnasio Iragua,AC 170 - AV. Boyacá,"-74,06400197976998","4,759348656266023"
2790,257A05,Br. Villa Amalia,TV 100G - CL 71C,"-74,1269892828023","4,711475548636191"
2794,102A02,Club Campestre el Rancho,Auto Norte - CL 194,"-74,04337528193264","4,772376473824997"
2795,338A02,Estación Terminal,Auto Norte - CL 191,"-74,0437389999097","4,770067000214341"
2797,268A11,IED Confederación Suiza,KR 18E - CL 69D Sur,"-74,14792005317682","4,547851959335465"
2827,054A07,Kr 72A,AC 8 - KR 72A,"-74,13797924593707","4,637107482232652"
2848,153A03,Br. La Gaitana,TV 126B - CL 132D,"-74,11054258432253","4,742008995326263"
2860,390A09,Br. Boíta,KR 72J - CL 47 Sur,"-74,15119841887359","4,602652978718277"
2863,163A06,Br. El Carmen Fontibón,CL 17 - KR 109,"-74,15119454803303","4,679217456702732"
2878,359A11,Br. Tunjuelito,KR 16 - CL 53 Sur,"-74,1276737810825","4,563936115889409"
2888,053A08,Br. Las Margaritas,AK 89B - CL 45A Sur,"-74,1762821439257","4,6355653164473045"
2898,436A04,Br. Bosques de Granada,KR 113 - CL 75,"-74,12508558562863","4,717173691366204"
2916,003A13,Br. San Cristóbal Sur,DG 13 Sur - KR 5 Este,"-74,08055510345811","4,57126760687134"
2923,255A09,IED La Concepción,KR 87C - CL 69B Sur,"-74,19555413380556","4,620953677038195"
2924,265A09,Br. San Javier,KR 87C - CL 66C Sur,"-74,1931432792635","4,621777767944582"
2926,389A12,Br. Marruecos,CL 49 G Sur - KR 5 T,"-74,11822905228875","4,554288484451848"
2940,118A07,Br. Los Ejidos,AC 6 - KR 41A,"-74,10552379654315","4,617676275557313"
2944,055A04,París,KR 94 - CL 75A,"-74,10949135242085","4,7039279190621865"
2958,165A06,Br. El Carmen Fontibón,CL 17 - KR 104B,"-74,14839752930989","4,676074792423416"
2959,330A08,Br. Betania,CL 53 Sur - KR 86D,"-74,17978115292425","4,6252949108214265"
2963,458A01,Br. El Verbenal I,CL 188 - KR 15B,"-74,03725805668172","4,76521887023481"
2964,058A12,Br. Tenerife,AK 1 - CL 91 B Sur,"-74,11473122277818","4,505537070286331"
2968,029A12,Br. Nuevo San Andrés,AV. Caracas - CL 68A Sur,"-74,11961981682511","4,526694338264659"
2970,212A05,Br. El Mirador,KR 122 - CL 63A,"-74,14547542198005","4,712186965384336"
2980,301A11,IED Compartir Recuerdo,DG 65A Sur - KR 17 N,"-74,14268608564922","4,552832154010708"
2988,190A09,Br. Grancolombiano II Sector,KR 81 - CL 73A Sur,"-74,19844451982608","4,610787624483797"
3002,111A00,C.C. Terraza Pasteur,CL 24 - KR 5,"-74,06914738059707","4,609356063341085"
3004,029A04,Br. Quirigua,AC 90 - KR 91,"-74,09804042239128","4,713225456821825"
3024,073A01,Br. Estrella del Norte,AC 161 - KR 16C,"-74,04034362505391","4,740022221284267"
3029,007A13,Br. San Blas,KR 3 E - DG 20A Sur,"-74,08590503091246","4,56844104961407"
3042,409A08,Pq. El Rosario,KR 91 A - CL 38A Sur,"-74,16951717676108","4,642429724315064"
3046,385A09,Br. Boitá,CL 45 Sur - KR 72V,"-74,15553484187157","4,6050243936003"
3048,189A08,Br. Ciudad Kennedy Norte Supermanzana 9B,KR 78K - CL 35-15 Sur,"-74,1514040657","4,626371704890779"
3052,025A12,Br. Chuniza I,CL 84 Sur - KR 8,"-74,10937283499047","4,5065093870617785"
3053,192A05,CAI Villa Luz,KR 77A - CL 63F BIS,"-74,10785833560857","4,680858061112322"
3057,421A12,Br. La Reforma,KR 1 – CL 88B Sur,"-74,1055950634879","4,501670219981263"
3071,129A12,Br. Molinos del Sur,DG 50 Sur - KR 5P,"-74,1183831555808","4,552479406164109"
3087,039A10,Br. La Fragua,KR 30 - CL 17 Sur,"-74,11038979975733","4,59583959854396"
3096,139A03,Santa Rita de Suba,CL 138 - KR 158B,"-74,12840407547588","4,744327101831353"
3099,166A06,Centro Fontibón,CL 17 - AK 100,"-74,14634353590431","4,67339040250744"
3113,517A01,Br. San Antonio Norte II Sector,CL 188 - KR 12A,"-74,03395643629717","4,764996777492479"
3132,160A13,Br. San Martin de Loba,KR 1A - CL 41 Sur,"-74,09851499606769","4,551544825913444"
3134,231A05,Br. Los Álamos Sector Industrial,CL 65 - KR 95-14,"-74,11832364219323","4,691787534834416"
3139,159A13,Br. San Martin,KR 1A - CL 41 Sur,"-74,0985820229643","4,551298952398428"
3143,030A13,Br. Villa de Los Alpes,KR 3B - CL 36 BIS Sur,"-74,09870435823463","4,560617079065309"
3144,025A13,IED Javier Matiz,KR 3 - CL 30A Sur,"-74,09448886015198","4,565336133098692"
3146,424A08,Pquia. Santa Margarita,TV 78J - CL 41C Sur,"-74,15861751946518","4,618473853048927"
3149,036A03,IED Tuna Alta Sede C,KR 92 - CL 156,"-74,08092998030763","4,753438022922896"
3184,405A08,Br. Bellavista,CL 40 Sur - KR 93 B,"-74,17221332455928","4,643738264190271"
3195,179A13,Br. Altos del Poblado,KR 11 E - CL 40 Sur,"-74,08633338087759","4,5482297266542835"
3205,223A11,Br. Candelaria La Nueva,KR 38 - CL 62B Sur,"-74,15182013210195","4,571381616538804"
3207,044A11,Br. Buenos Aires,KR 17 A - CL 78C Sur,"-74,13966600535954","4,538065910856906"
3209,193A05,Br. Santa Cecilia,KR 77A - CL 55,"-74,1099436766243","4,6781256223463075"
3210,340A04,Ciudad Bachué II Etapa,TV 94L - CL 80 Bis A,"-74,10856280703078","4,708082713580517"
3222,256A08,Br. Bosa Nova El Porvenir,TV 87A Bis A - CL 61A Sur,"-74,1875551715964","4,622483185152721"
3224,318A10,Estación General Santander,DG 39A Sur - TV 42,"-74,12849616177566","4,592651178481674"
3229,147A05,Bibl. Virgilio Barco,AK 60 - CL 61,"-74,0899558426507","4,657079561716259"
3230,149A05,Parque Simón Bolívar,AK 60 - CL 57C,"-74,0914368995512","4,653824194177871"
3261,557A00,Fundación Universitaria San Martín,CL 60 - KR 14A,"-74,0662848845712","4,647363461984691"
3264,130A11,IED Paraíso Mirador,KR 27B - CL 71K Sur,"-74,16022494058006","4,54932066650163"
3268,129A11,IED Paraíso Mirador,KR 27B - CL 71K Sur,"-74,16031913881908","4,549316012665689"
3272,143A13,Br. Ciudad Londres I,AV. Circunvalar - CL 68 Sur,"-74,08892714678456","4,521449271919186"
3275,089A13,Br. La Gloria Oriental,DG 43A Sur - KR 6A E,"-74,091849754476","4,546430314269657"
3279,356A11,Br. San Carlos,KR 16B - CL 55A Sur,"-74,13025913606346","4,5624594035355495"
3281,337A11,Br. Meissen,AC 60G Sur - KR 17,"-74,136419414871","4,558669201318842"
3285,088A13,Br. La Gloria,DG 43A Sur - KR 6A E,"-74,09171683705162","4,54615636632403"
3306,253A03,Br. Santa Rita de Suba,KR 158B - CL 138B,"-74,12848253882439","4,745113898662082"
3311,393A09,Br. Timiza,KR 74 - CL 42 Sur,"-74,15710416094367","4,611163218542862"
3321,032A03,CED El Salitre - Suba,KR 92 - CL 165,"-74,07928700028056","4,756803000167009"
3333,162A06,Br. San Pablo Jericó,CL 17 - KR 116A,"-74,15633938381981","4,683825377018496"
3343,536A08,Urbanización Betania,KR 87 - CL 49 Sur,"-74,1776118382941","4,628314346848678"
3348,145A07,Portal de Castilla,KR 87A - CL 6A,"-74,1557265127088","4,644250189768797"
3355,247A09,Granja El Rinconcito,CL 73 Sur - KR 93 D,"-74,20282962163101","4,62876950721622"
3361,388A00,Br. La Pepita,AC 6 - KR 23,"-74,09262899986584","4,602782000434153"
3386,449A01,IED Nuevo Horizonte,KR 4 - CL 185 B,"-74,02408100035899","4,761293000493245"
3388,524A01,Br. Horizontes Norte,KR 4 - CL 182C,"-74,02384458353914","4,760083994100676"
3390,059A04,Br. El Cortijo,CL 83A - KR 116A,"-74,12066295400776","4,728491299994255"
3392,073A03,Br. Villa María,CL 139 - KR 114,"-74,10496618799178","4,743939212373695"
3395,221A09,Br. Piamonte Etapa I,CL 68A Sur - TV 79,"-74,18928188089617","4,6046868523659485"
3397,207A09,Br. Jiménez de Quesada II Sector,CL 68A Sur - KR 80N,"-74,19153871029962","4,609658643780204"
3402,206A09,Br. Piamonte Sector II,CL 68A Sur - KR 80N,"-74,19156843734902","4,609494337005303"
3407,034A04,Br. Garcés Navas,KR 110 - CL 77A,"-74,12069744841635","4,714364682287928"
3410,177A13,Br. La Gloria Oriental,KR 11 E - CL 42B Sur,"-74,08758528024407","4,545537428233259"
3422,332A08,Br. Jorge Uribe Botero,KR 85 - CL 51A-38 Sur,"-74,1768096086094","4,6238026257332345"
3432,416A05,J.A.C. Engativá Centro Sede Comunal,CL 66B - KR 121,"-74,1393755854181","4,715517180123101"
3442,036A10,Br. Santa Isabel V Sector,AC 8 Sur - KR 29D,"-74,10628353142334","4,597672321106872"
3451,146A05,Bibl. Virgilio Barco,AK 60 - CL 57,"-74,08940128298141","4,657159250501965"
3461,524A00,Colegio Americano de Bogotá,KR 22 - CL 45A,"-74,07383672921232","4,634460069613042"
3462,805A00,Br. Marly,CL 46 - KR 8,"-74,06492611892357","4,632889527034245"
3464,166B02,Br. La Santamaría,Auto Norte - AC 222,"-74,03913787483853","4,797660276387072"
