FID,Código Único Paradero SITP,Nombre Paradero,Dirección Paradero,coord_x,coord_y
3724,092A03,Br. La Gaitana,TV 127 - CL 132D,"-74,11145841585636","4,742872118426669"
3725,090A03,Br. La Gaitana,TV 127 - CL 137,"-74,10888533635377","4,744783852688492"
3732,027A02,Br. Atenas - Hibernia,TV 75 - 138,"-74,07358940504828","4,73136100022501"
3742,234A08,Centro Comunitario El Porvenir,CL 52 Sur - KR 100,"-74,18824258401136","4,643050780010839"
3746,099A12,Br. Centro Usme Urbano,KR 3 - CL 133C Sur,"-74,12232279990431","4,476557470381013"
3747,098A12,Br. Centro Usme,KR 3 - CL 133C Sur,"-74,1224139995669","4,476738999796312"
3781,232A10,Br. Rafael Escamilla,KR 67 - CL 59 Sur,"-74,15795407410198","4,593787822381845"
3783,230A10,Br. Madelena,KR 67 - CL 60A Sur,"-74,1577824006613","4,592239357139972"
3791,052A06,Pq. Zonal Atahualpa,KR 113 - CL 23D,"-74,14446306736724","4,688756611482346"
3793,091A06,Br. La Giralda,AC 22 - KR 105,"-74,14406425131371","4,680001045887646"
3799,081A06,Br. La Giralda,AC 22 - KR 103A,"-74,14211666874344","4,677993236347873"
3806,284A11,Br. Quintas Del Sur,CL 70C Sur - KR 17B,"-74,13841290404723","4,5468065546310825"
3812,406A00,Br. Garcés Navas,KR 107 - CL 76,"-74,12001596398393","4,711319435092348"
3813,170A04,Br. Garcés Navas,KR 107 - CL 78,"-74,11847782723197","4,713420183249958"
3818,322A03,Br. Bilbao I Sector,CL 143B - KR 144,"-74,11606052188785","4,751768530872817"
3821,361A03,Br. Bilbao I Sector,CL 143B - KR 141A Bis B,"-74,1140875385546","4,751351085162533"
3826,076A08,Br. Santa Matilde II Sector,AC 8 Sur - KR 34,"-74,10948045765308","4,6007522904218865"
3832,297A03,Br. Nueva Tibabuyes,KR 123 - CL 130C-18,"-74,10699378170777","4,736092136473953"
3854,415A13,Br. Lourdes II,AV. Los Comuneros - KR 0,"-74,07250753969711","4,589698332163822"
3866,389A01,Br. Barrancas,CL 155 - KR 8 Bis,"-74,02962683780041","4,731870843708586"
3875,294A00,Br. El Retiro,AC 82 - KR 9,"-74,0508827605785","4,6655795491601895"
3876,295A00,C.C. Andino,AC 82 - KR 12,"-74,0527280421059","4,667539017455206"
3882,245A12,Br. San Agustín,CL 49C Sur - KR 5,"-74,11246202806483","4,546905334136805"
3890,508A03,Vereda Tibabuyes,CL 145A - TV 143,"-74,1151109595134","4,755816691311813"
3896,054A05,Los Angeles,AK 96 - CL 66A,"-74,11763652891725","4,695254632079358"
3900,055A05,Florida Blanca,TV 93 - CL 67B,"-74,11615681230315","4,694739423944337"
3913,616A00,Br. Samper Mendoza,AK 27 - CL 23,"-74,08150182266468","4,621133026483722"
3916,245A10,Br. Venecia,DG 51 Sur - KR 56B BIS,"-74,146680099607","4,589421325822329"
3932,284A12,Carmen del Sol,CL 43 Sur - TV 12B Bis,"-74,11375986637661","4,566553832105207"
3938,013A09,Barrio La Estancia,CL 59 Sur - KR 77K,"-74,17758157315384","4,5984814272363"
3944,662A01,Escuela Superior de Guerra,AK 11 - CL 102,"-74,04180955073176","4,685536641273079"
3956,526A08,Br. Brasilia III Sector,KR 87D - CL 54D Sur,"-74,18390729378896","4,625679468999589"
3961,337A09,Colegio Celis,AV. 1 de Mayo - AV. A Mejía,"-74,17497153516385","4,614697308521249"
3987,348A09,Br. Villa del Río,CL 57B Sur - KR 70,"-74,16116340337085","4,599811422859819"
3990,276A12,Br. Molinos del Sur,TV 6 BIS - DG 48K-15 Sur,"-74,11708144732677","4,559127668349766"
3992,268A12,IED Marruecos y Molinos Sede A,CL 49B BIS Sur - KR 5Y,"-74,1177298126713","4,556180719309547"
3999,370A05,Br. Nuevo Milenio,CL 67 - KR 115A,"-74,1362798957276","4,71142708624164"
4003,137A13,Br. Valparaíso,CL 68 Sur - KR 11B Este,"-74,0919629475917","4,52608004643507"
4006,208A09,Br. Piamonte Sector II,KR 81 - CL 68 Sur,"-74,1911957703551","4,610002352022971"
4014,498A08,Agrupación de Vivienda Jacaranda,CL 8 Sur - KR 69A,"-74,1299025902356","4,6180085223929614"
4017,491A13,Canadá La Guirá II Sector,KR 3 E - CL 46B Sur,"-74,09721403521196","4,545409109014034"
4022,130A09,Br. Timiza B,CL 42G Sur - KR 74A,"-74,1591550003643","4,611538000269042"
4044,238A03,CLUB LOS LAGARTOS,CL 127A - KR 81,"-74,08228734278677","4,711513797675631"
4050,042A03,IED Juan Lozano,AK 91 - CL 145A,"-74,08458553781244","4,738973587491318"
4051,461A03,Pq Central de Suba,AK 91 - CL 147,"-74,08407548247894","4,741702821255002"
4055,350A03,Br. San Cayetano,KR 95A - CL 129D,"-74,09377712225744","4,728106277224106"
4059,167A06,Br. El Carmen Fontibón,CL 17 - KR 100,"-74,1463787525584","4,6732288252069525"
4060,300A11,Br. Las Delicias del Sur,KR 18Z - CL 66A Sur,"-74,14666933599325","4,557635658565638"
4066,542A08,Br. Brasil II Sector,CL 49 Sur - KR 88C,"-74,17908816646293","4,632566922370466"
4082,435A08,Gerona Del Tintal,CL 34 A Sur - KR 89,"-74,16574385102084","4,641528116709456"
4084,149A07,Prados de Castilla,KR 88D - CL 6A,"-74,15717044942514","4,646809179961148"
4085,335A07,Br. Valladolid,AC 8 - KR 84,"-74,15018410773008","4,645238899439917"
4086,173A07,Liceo El Castillo,CL 8 - KR 82A,"-74,14946679938247","4,644256872779048"
4095,207A07,Ciudad Favidi,KR 78 - CL 13,"-74,1340160001761","4,64945900043047"
4101,106A03,Br. Pinos de Lombardía,CL 152 B - KR 110 A - 03,"-74,09673976606446","4,755056585248334"
4119,195A11,Br. Juan José Rondón,KR 20D Bis - CL 68G Sur,"-74,15208268899825","4,562745635575263"
4124,415A11,Br. San Francisco,KR 20C - CL 67 Sur,"-74,14944587582285","4,562789686348723"
4126,319A11,Colegio Confraternidad de San Fernando,KR 20C - CL 64 Sur,"-74,14637253711496","4,563768086884233"
4129,125A12,Br. Danubio Azul,CL 56 Sur - KR 4P,"-74,11892555385778","4,54210776407184"
4133,231A12,CED Danubio Azul,CL 56 Sur - KR 1,"-74,11518563017476","4,538389416086344"
4135,080A05,PINAR DE LOS ALAMOS II,CL 66A - KR 86A,"-74,10972904664503","4,690109755162249"
4137,118A03,Urbanización Camino Verde,CL 152 - KR 116,"-74,10170200040513","4,757291000280137"
4138,246A07,Br. Los Ejidos,CL 12 - KR 37,"-74,0991760393358","4,6173324295562805"
4140,054A03,Fundacion Clínica Shaio,AC 116 - KR 70D,"-74,07441838656214","4,698775507756077"
4155,546A03,Humedal Juan Amarillo,KR 91 - CL 99A,"-74,09402398019583","4,716426039950878"
4158,308A04,Br. Villa Amalia,KR 110 - CL 72C,"-74,12439545401327","4,711453628604311"
4163,245A08,Br. San Bernardino XVI,KR 105 B - CL 69A Sur,"-74,20374162185017","4,6389155139438225"
4173,329A04,Ciudadela Colsubsidio,DG 86A - KR 111A,"-74,11321519356534","4,722470114874159"
4177,474A03,Br. Casa Blanca I,KR 76 - CL 146F,"-74,07359231289487","4,739315062239062"
4178,543B03,Br. Casa Blanca I,TV 77 - CL 146A,"-74,0743442926192","4,737360579152652"
4183,226A13,Br. Macarena de los Alpes,AV. Circunvalar - CL 32F Sur,"-74,08463927593105","4,554432276856377"
4190,192A09,Br. Gran Colombiano II Sector,CL 72 Sur - KR 80M,"-74,19619666549063","4,609086161666922"
4203,539A08,Liceo Moderno Betania,KR 87 - CL 51B-36 Sur,"-74,17948760774391","4,6265844070705215"
4219,336A09,Br. Roma - Bertha Hernádez  de Ospina,CL 56A Sur - KR 78P,"-74,17332428993578","4,611219989176278"
4222,322A09,Centro Social Roma I Sector,CL 57A Sur - KR 78B,"-74,17237821392294","4,608130783343337"
4224,511A08,Tierra Buena,KR 97F - CL 34 Bis Sur,"-74,17190483949744","4,649623337320899"
4231,098A06,Parque Industrial de Occidente,AK 129 - CL 22C,"-74,15779299988334","4,695651000383774"
4242,110A10,Br. Sierra Morena III Sector,DG 75 Sur - TV 73B,"-74,1690316193837","4,577235885596231"
4243,333A10,IED Sierra Morena,CL 75C Sur - TV 53,"-74,16899548734634","4,574232832851333"
4244,159A11,Br. Arborizadora Alta Cl 79 Sur,CL 79 Sur - TV 34,"-74,16895089228069","4,565394329374758"
4251,181A06,Br. Ferrocaja,AC 22 - KR 88A,"-74,13205535520329","4,6671455457552975"
4257,454A08,Br. Primavera,CL 26 Sur - KR 91C,"-74,16604675215486","4,645469782578934"
4264,066A10,Br. El Peñon del Cortijo,DG 68 Sur - KR 71F,"-74,16430732720222","4,583749371838084"
4275,459A08,Patio Bonito,CL 2 - KR 88 BIS,"-74,16122470440585","4,642465847044963"
4278,101A12,Br. La Requilina,KR 3 - CL 131 Sur,"-74,12118955451214","4,4797506704332"
4284,105A12,El pedregal-La Lira,KR 2A - CL 123 Sur,"-74,12007478117718","4,488101960466442"
4286,107A12,Villa Anita Usme,KR 2A - CL 116AS,"-74,11891485132949","4,491245170234645"
4307,189A11,Sauces Hortalizas,DG 69A Sur - TV 18Z,"-74,15098337297435","4,5579527281865815"
4315,250A11,Br. El Tesoro,CL 78 Sur - KR 18D,"-74,14646197518128","4,540159042834198"
4318,243A06,Br. El Jordán Sector II,Ak 106 - CL 20,"-74,14620098494683","4,679256900974071"
4334,093A06,Br. Ferrocaja,AK 97 - CL 23J Bis,"-74,133364461982","4,679664289006671"
4343,396A04,Puente de Guadua,AC 80 - KR 119,"-74,1252277071914","4,726289544017286"
4347,242A04,Br. Villas de Granada,KR 113 - CL 78,"-74,12298163870673","4,7187842856108615"
4352,159A04,Villas de Granada,AC 80 - KR 112BIS,"-74,1197543619968","4,719528834168413"
4354,140A04,Br. Ciudadela Colsubsidio,AC 80 - KR 111C,"-74,1193836721948","4,719332317123119"
4365,048A04,Urbanización Bolivia Sector Occidental II - III,KR 104 - AC 80,"-74,11469302820893","4,714260084485679"
4368,283A03,Br. Berlín,TV 138 - CL 137,"-74,11448015623269","4,746398609094808"
4370,285A03,Br. San Carlos de Tibabuyes,KR 139 - CL 142A,"-74,11418603523224","4,748340014116787"
4373,407A03,Br. San Carlos de Tibabuyes,KR 139 - CL 143,"-74,11308552175409","4,750215605339403"
4380,260A12,IED Colombia Viva,DG 49 Sur - KR 3B,"-74,109581280069","4,546547076132233"
4383,081A05,Br. Santa Helenita,CL 66A - KR 83,"-74,10826321439197","4,689315071901994"
4384,109A08,CRAC,AC 8 Sur - AK 30,"-74,10796609301848","4,599108942512452"
4392,087A00,Br. Santa Isabel Sur,AC 8 Sur - KR 29B,"-74,10458397639795","4,596569949563826"
4398,322A04,Br. Quirigua Central,KR 94H - CL 84,"-74,1030098773902","4,710659170227195"
4408,524A03,IED Álvaro Gómez Hurtado,KR 100A - CL 130,"-74,09712523045793","4,730292458037455"
4414,061A00,Br. El Progreso,AC 6 - KR 19,"-74,08991327328603","4,600284009389172"
4419,449A03,Urb. Portal de Suba,CL 137 - KR 90A,"-74,08495828924801","4,73529855860139"
4421,422A13,Br. Granjas y Huertas El Ramajal,TV 4A Este - CL 25 Bis Sur,"-74,08395354875555","4,564589854762675"
4433,223A03,AK 68,CL 98 - AK 68-58,"-74,07473148447295","4,688807875979871"
4439,044A02,Parque Córdoba,AV. Córdoba - AC 116,"-74,06659731503375","4,702519314720735"
4449,218A02,Pq. Mazurén,CL 152 - KR 50,"-74,05499609506053","4,735457066909096"
4453,106A01,Pq. Público Nuevo Country,AK 15 - CL 134A,"-74,0419605027338","4,718348865335134"
4456,602A01,Br. Las Orquídeas,KR 16A - CL 163A,"-74,03813640780697","4,7429491054186235"
4461,533A01,Br. Barrancas Norte,KR 8 - CL 159B,"-74,02760073618612","4,735516443392925"
4474,308A12,Granjas de San Pablo,CL 33 BIS Sur - KR 14,"-74,1135509999882","4,570607000545279"
4476,291A12,Las Lomas,CL 37 Sur - KR 12A,"-74,11061844704827","4,56799242607489"
4481,250A10,Br. Venecia,TV 44 - CL 51B Sur,"-74,13990100014628","4,589072999736217"
4483,226A10,Br. Santa Rosa Sur,CL 62D Sur - KR 63B,"-74,1542396544882","4,591470376312755"
4489,064A03,Br. San Andrés Afidro,CL 143A - KR 127C,"-74,1075545613121","4,749618522651725"
4490,322A10,Br. Inglés,TV 23 - KR 28A,"-74,12325071557537","4,585915805645404"
4491,392A12,El Triunfo,DG 43 Sur - KR 12A Bis,"-74,11171206505831","4,5653580370707605"
4495,288A12,La Resurrección,CL 43A Sur - KR 12,"-74,11092293909866","4,564103963075554"
4510,120A06,Br. Centro Nariño,CL 25 - KR 39,"-74,08996474226022","4,6320372839493125"
4515,358A02,Urb. Colina Campestre II Sector,AC 138 - KR 57A,"-74,06304430650682","4,727433295056771"
4524,569A00,Br. Granada,KR 1A - CL 66,"-74,05429764414734","4,647753390167667"
4525,570A00,Kr 1,CL 65A - KR 1,"-74,05427633431216","4,646378686832194"
4527,284A08,Br. Brasilia III Sector,DG 55 Sur - KR 88B,"-74,18605335373137","4,627771553804432"
4531,321A08,Br. Danubio Azul,KR 81I - CL 55 Sur,"-74,1793516908448","4,619132805097089"
4538,213A12,Br. Puerta al Llano,KR 8A Este - CL 113A Sur,"-74,09983375344748","4,4883341273751185"
4540,146A12,El Rancho y El Ranchito,KR 3C E - CL 113S,"-74,11471562982148","4,489213432833877"
4542,366A12,Br. Antonio José de Sucre,CL 106B Sur - KR 2E,"-74,11531486181153","4,493084571804928"
4543,153A12,Br. Antonio José de Sucre,KR 3C E - CL 107 Sur,"-74,11437986292445","4,492693602124557"
4546,361A09,Br. Juan Pablo II,CL 49 Sur - KR 77M,"-74,166241081107","4,607050083557954"
4568,130A13,Br. La Flora,CL 76 Sur - KR 14D Este,"-74,08922530301726","4,514243019192592"
4569,332A12,Br. Diana Turbay,CL 48R Sur - KR 3B,"-74,10789689130056","4,549334247428161"
4577,131A13,Br. La Flora,CL 76 Sur - KR 14D Este,"-74,08942348843692","4,51428534545177"
4590,181A10,Br. La Estancia,CL 60 Sur - KR 74,"-74,17343941712427","4,591885418966914"
4596,332A06,Centro empresarial Muelle Industrial,DG 24 C - AK 96,"-74,12918111190842","4,681266880722643"
4601,375A09,Br. Jaqueline,CL 46 B Sur - KR 77V-21,"-74,16356688993096","4,609616385820931"
4602,380A09,Br. Jaqueline,CL 45 Sur - KR 77Y-60,"-74,16225872099342","4,611199150355431"
4606,205A04,Humedal Santamaría del Lago,KR 76 - CL 76-47,"-74,09521415182755","4,695339981984272"
4617,298A00,Embajada de Paz de Colombia,CL 76 - KR 12,"-74,05873900025198","4,662634999775784"
4619,532A03,Br. Salitre Suba,CL 158 - KR 95,"-74,08147403238304","4,755886712028666"
4623,039A03,Br. Bosques de San Jorge,KR 92 - CL 151,"-74,08428321249852","4,747046612787572"
4626,371A03,Conjunto Residencial  Catigua,DG 146 - KR 128,"-74,10606014376836","4,753484784133082"
4627,417A03,Conjunto Residencial Catigua,DG 146 - KR 128,"-74,10613973809579","4,7537531109141336"
4638,238A06,Br. La Laguna Fontibón,KR 100 - CL 16F,"-74,14840611810232","4,671081954850042"
4643,556A08,Brasilia I Sector,KR 87D - CL 49 Sur,"-74,17810517598014","4,62954762267909"
4657,498A09,Br. El Paradero,KR 87C - CL 71B Sur,"-74,1984528543953","4,620389028900557"
4658,512A09,Br. Islandia,DG 73 BIS Sur - KR 83A-57,"-74,19698936405017","4,615122237200459"
4661,326A09,IED Class,KR 78 - CL 56B Sur,"-74,17130936605855","4,6080845568293505"
4692,256A07,Br. Colón,CL 4F - KR 53D,"-74,114780171978","4,62142940487541"
4697,268A07,Campo Deportivo La 43,CL 5A - KR 42C,"-74,10927196676049","4,618693232792496"
4715,348A13,IED Jorge Soto del Corral,TV 3A E - DG 2D,"-74,07137979558775","4,587326650486283"
4719,650A00,SENA,CL 66 - AK 11,"-74,06224942414283","4,652160341344284"
4723,564A00,CAI Granada,KR 4 - CL 64,"-74,05672208930135","4,647207556191615"
4728,601A00,Br. el Refugio,TV 4A - KR 87,"-74,04403764752085","4,667593119930997"
4734,092A01,Clínica Norte,CL 140 - KR 12,"-74,03807061070398","4,719960465821152"
4750,484A13,Br. Atenas,KR 3A E - CL 31C Sur,"-74,09120197573137","4,559420781632457"
4773,397A12,Br. Zarazota I,CL 48D Sur - KR 9 Bis A,"-74,11378808784957","4,561172601305575"
4774,296A12,Br. Príncipe de Bochica,TV 3 - CL 48I BIS Sur,"-74,10685628287544","4,556226660836376"
4776,472A03,Casablanca I,KR 80 - CL 146F,"-74,07568055457064","4,739879540131789"
4784,550A09,Br. San Bernardino Potreritos,CL 80 Sur - KR 88J,"-74,20589394843998","4,622195020648401"
4790,195A09,Br. Humberto Valencia,DG 72 Sur - KR 81,"-74,19616095566147","4,6106135508558355"
4796,145A08,Br. Villa Esmeralda,KR 95A - CL 54 Sur,"-74,18926194368676","4,637294105188924"
4799,278A08,Br. Hortelanos de Escocia,CL 57 Sur - KR 87J,"-74,18767899986673","4,626400000060541"
4808,270A08,Br. Danubio Azul I y II Sector,CL 57 Sur - KR 87Bis,"-74,18524199985832","4,6233559997382105"
4811,295A08,Parcela El Porvenir,CL 52 Sur - KR 92A,"-74,18479825456583","4,636157552444907"
4828,510A08,Tierra Buena,KR 97F - CL 34 Bis Sur,"-74,17179899280416","4,6496106303863005"
4832,381A10,Br. Galicia,CL 60 Sur - KR 73F,"-74,1711860668959","4,591672097508197"
4837,325A09,Br. Catalina II,KR 77H - CL 54D Sur,"-74,17038285714922","4,604458711127223"
4842,419A08,Urb. Los Condominios,CL 34 Bis Sur - KR 95A,"-74,16965908811808","4,648198616514174"
4855,316A08,SENA,CL 45 Sur - KR 78P,"-74,16562757129383","4,617061186022817"
4857,292A07,Urb. La Estancia,KR 123 - CL 15,"-74,1647255935783","4,683381609352454"
4859,455A08,Colegio Calandaima,CL 26 Sur - KR 89C-39,"-74,16442254512056","4,643297888811766"
4861,378A09,Br. Vasconia II,CL 45 Sur - KR 78G,"-74,16418337316776","4,613938864901351"
4866,357A07,Altos de Tintalá II,KR 93D - CL 6,"-74,16318433158746","4,650570595135699"
4883,425A08,SENA Kennedy Centro de Desarrollo,TV 78J - CL 41C Sur,"-74,15855653553548","4,618331119362309"
4898,136A11,Br. Los Alpes Sur,KR 26 - CL 74C Sur,"-74,15561986651491","4,541982745033847"
4902,410A06,Br. Brisas Aldea,CL 22G - KR 119,"-74,15117742973699","4,689994063544693"
4903,398A09,Br. Timiza A,CL 40C Sur - KR 72P Bis,"-74,15072101640237","4,611389552488731"
4915,540A09,Br. La Alejandra,KR 72I - CL 42F Sur,"-74,14874745635072","4,603775449223204"
4927,229A11,Br. Arabia,KR 18G - CL 81G,"-74,14705112897215","4,5335378370339985"
4930,309A06,SANTA ANA,CL 18 - Kr104B,"-74,14691751715006","4,6768428951202"
4942,310A06,Registraduría Auxiliar Fontibón,CL 18 - KR 103,"-74,14589628987717","4,675523146503303"
4944,348A11,Br. Protecho Bogotá II,KR 22G - CL 60A Sur,"-74,14555624160954","4,56916359782642"
4948,219A06,Br. Versalles,KR 113 - CL 23C,"-74,14505806290242","4,688146949640973"
4956,185A07,Br. Valladolid,KR 80C - CL 9,"-74,14401407771014","4,64523059761989"
4963,594A09,Br. San Andrés,KR 68I - CL 43A Sur,"-74,14310567793864","4,60118476418867"
4976,488A11,Ladrillos Sur,Vía Mochuelo Bajo - Km 2,"-74,14196992714514","4,530810693313256"
5008,431A09,Br. Salvador Allende,KR 68D - CL 38A Sur,"-74,13633134943044","4,603618601704657"
5011,205A07,Ciudad Favidi,CL 13 - KR 79A,"-74,13563555034396","4,6500676107198275"
5012,124A12,Br. Danubio Azul,CL 56 Sur - KR 4P,"-74,11892746187944","4,5419791755939825"
5019,263A08,Br. Hipotecho Occidental II,CL 1 - KR 69F Bis,"-74,13172649365588","4,622089694581189"
5020,330A12,Br. Fiscala Alta,CL 65 Sur - KR 1F Este,"-74,11336103864498","4,534341548445171"
5024,246A03,Br. Santa Cecilia Rural,KR 160 - CL 136,"-74,13041699970329","4,741933000156003"
5028,245A03,Br. Santa Cecilia II,KR 160 - CL 134,"-74,13039199958894","4,741295000461479"
5029,314A12,Colegio Carmen Teresiano,KR 12 Bis - CL 34 Sur,"-74,10541494857848","4,56908707984035"
5039,335A05,IED CARLOS LLERAS,CL 69A - KR 77C,"-74,10325183681536","4,68857244639178"
5070,316A04,Iglesia Santa Ángela Merici,KR 116B - AC 80,"-74,12197423381114","4,725503721304406"
5081,527A08,Br. La Ponderosa,TV 53 - CL 1,"-74,12086612687389","4,612240477294568"
5086,107A13,Br. Villa Diana,AV. Circunvalar - CL 86 Sur,"-74,08623621999477","4,50150855546072"
5091,031A04,Br. Villas de Granada I,AK 110 - CL 78F,"-74,11879921928778","4,715983705785521"
5095,052A04,Br. Garcés Navas,KR 104 - CL 73,"-74,11834950289364","4,7070335686224505"
5101,266A07,Br. Salazar Gómez,KR 65 - CL 11,"-74,11712781836174","4,631667930122019"
5107,499A12,C.C. Santa Librada,AV. Caracas - CL 75 Sur,"-74,11600629418739","4,514087142584462"
5108,498A12,Br. El Virrey,AV. Caracas - CL 94A Sur,"-74,11597038044064","4,5025236496505405"
5110,038B12,C.C. Santa Librada,AV. Caracas - CL 75 Sur,"-74,11586448254339","4,514144830751358"
5117,171A06,Terminal de Transporte,CL 22C - KR 68F,"-74,11495556624061","4,655206147866076"
5118,281A06,Br. Centro Industrial,AC 17 - KR 65B,"-74,11491756480915","4,638960754431803"
5130,196A04,Br. Bolivia Oriental II Etapa,KR 103D - CL 83,"-74,1112742773928","4,71808609698617"
5131,409A03,Br. Sabana de Tibabuyes,KR 129A - CL 142D,"-74,11123866817493","4,749030800880664"
5143,241A12,IED Palermo Sur,TV 2B - CL 51 Sur,"-74,10975104009813","4,542989044290295"
5144,223A12,Br. La Fiscala Sector Centro,CL 65 Sur - TV 3A Este,"-74,10966069383505","4,533387877597581"
5147,515A08,Av. Cundinamarca,CL 1F - KR 35B,"-74,10914152868627","4,604764801889193"
5148,287A06,Br. Salitre Occidental,DG 22A - AK 68,"-74,10946395829626","4,647538800672121"
5151,316A03,Br. Sabana de Tibabuyes,DG 139ABis - TV 127ABis,"-74,10890218156199","4,746035184893143"
5152,227A12,Br. La Fiscala II La Fortuna,CL 63 Sur - KR 5C Este,"-74,10857044181238","4,534503485042666"
5168,311A03,Br. Villa María I Sector,AK 118 - CL 135,"-74,10595174316471","4,7412260337529295"
5189,369A12,Br. El Uval II Sector,CL 115 Sur - KR 6B Este,"-74,10237683730445","4,485487036769092"
5196,142A12,Br. Puerta al Llano,CL 114B Sur - KR 7A,"-74,10137178329994","4,4866473812769225"
5204,344A05,Urbanización Acapulco,CL 69B - KR 71B-49,"-74,09640310175048","4,683961934977535"
5241,263A13,Las Mercedes,CL 16 Sur - KR 7 E,"-74,080497922097","4,568787019938357"
5258,109A00,Cementerio Central,CL 24 - KR 18 Bis,"-74,07688165959769","4,61605125087281"
5266,110A00,Br. Santa Fe,CL 24 - KR 16A,"-74,07531844457792","4,613519812950106"
5276,526A00,Br. Alfonso López,CL 51 - KR 23,"-74,07383915466357","4,639719916195652"
5278,425A13,Br. Santa Rosa de Lima,TV 5 E - DG 2A,"-74,07228204549281","4,585121887155925"
5288,397A13,Br. Molinos de Oriente,KR 18 Este - DG 10 Sur,"-74,07044679185894","4,567472498374063"
5297,364A13,Br. El Guavio,DG 4B - KR 5A E,"-74,06864606766794","4,589403618595237"
5298,587A00,Br. La Aurora,KR 28 - CL 74A,"-74,06835715509952","4,6672339324892125"
5317,209A02,Br. El Plan,KR 59 - CL 152-48,"-74,064705963407","4,73825202377234"
5319,126A02,Urb. Santa Helena,AC 138 - KR 57,"-74,06374925583278","4,727945205898303"
5329,063A02,Br. Prado Veraniego,CL 129 - KR 50A,"-74,05742842382946","4,715967178131462"
5361,435A01,Verbenal San Antonio,KR 11 - CL 185,"-74,03305765658406","4,761678040561603"
5368,341A01,Urbanización las Palmas,KR 8B - CL 191,"-74,029614730307","4,76844109402724"
5382,380A03,Br. Urb. Potrerillos de Suba,KR 102A - CL 132,"-74,09728205834024","4,735691992707488"
5405,385A11,Quiroga Central,CL 33 Sur - KR 22,"-74,11619947778757","4,579733904483431"
5407,313A12,Las Colinas,DG 32B Sur - KR 15C,"-74,1129813980295","4,574455843847059"
5408,310A12,La Resurrección,KR 12D - DG 32CBisA Sur,"-74,11182799983226","4,569765999716131"
5409,290A12,Las Lomas,CL 37 Sur - KR 12A,"-74,11071172541243","4,567911390358503"
5413,386A11,Quiroga Central,CL 33 Sur - KR 22,"-74,11610199979945","4,579852999837031"
5415,234A10,Rincón de Nuevo Muzu,KR 60A - DG 52A Sur,"-74,14981800023436","4,585609000288001"
5419,199A04,Br. Santa María,KR 73A - CL 72A,"-74,0960622935081","4,689207741438424"
5434,292A05,BR. La Estrada,KR 69K - CL 67,"-74,09395608462835","4,67806177240976"
5436,279A05,UPA la Estrada,AC 64C - KR 69L Bis,"-74,0973797393476","4,673825513311673"
5440,360A05,Pq la Estrada,KR 69I - CL 69A-22/26,"-74,09189778829256","4,679980804487487"
5444,410A03,San Andrés Afidro,Cl143 - KR 127D,"-74,10852806109392","4,748579946146149"
5455,263A02,Urb. La Esperanza,CL 163B - Auto Norte,"-74,04853110501367","4,745143795079791"
5474,628A08,Br. Las Palmitas,CL 40 Sur - KR 99F,"-74,17639773464488","4,649966637563876"
5475,565A08,Br. Dindalito,CL 42F Sur - KR 90A,"-74,17402458149698","4,638294672185226"
5480,625A09,Br. San Andrés II Sector,TV 72D - CL 43A Sur,"-74,14739527086255","4,60165093322945"
5489,237A09,Colegio Claretiano,CL 60 Sur - KR 80D,"-74,1832989277291","4,609796559221813"
5502,311A02,Br. Granada Norte,Auto Norte - CL 169,"-74,04711177315296","4,750437221217024"
5516,274A04,Conjunto Residencial Afidro,CL 76A - KR 89B,"-74,10524699955296","4,703351000504782"
5545,367A10,Br. Los tres Reyes II Sector,KR 77 Bis A - CL 62C Sur,"-74,18056691199821","4,588485759511542"
5555,266A11,Vista Hermosa,DG 72 Sur - TV 18J,"-74,1488318440885","4,545563996518986"
5558,241A11,El Tesoro,DG 77A Sur - KR 18H,"-74,14836931592174","4,540425974159798"
5561,598A09,Br. Provivienda Occidental,CL 38 Sur - KR 72R,"-74,1471957819874","4,616574151715426"
5576,514A08,Br. El Sol,TV 53 - CL 2B,"-74,11606213166883","4,614083356254031"
5578,432A12,Br. La Paz (El Cebadal),DG 52 A Sur - KR 5A,"-74,11570482317131","4,543431663033818"
5579,433A12,Br. La Paz,DG 52 A Sur - KR 4,"-74,11355959596716","4,542820182957064"
5583,616A08,Urb. Bochica,AK 36 – CL 1H,"-74,1085227583388","4,606312439399863"
5592,510A13,Quebrada Seca,Dg 48 Sur - TV 14 Este,"-74,08520911594333","4,535548021029248"
5611,612A00,Br. Sagrado Corazón,CL 36 - AK 7,"-74,06728328834762","4,623762766475435"
5613,613A00,Br. La Salle,CL 62 - KR 3,"-74,05746735501725","4,6453468947208725"
5621,546B03,Humedal Juan Amarillo,KR 91 - CL 90A,"-74,09343638588027","4,716821431094307"
5643,439A13,Br. San Rafael Sur Oriental,CL 60 Sur - KR 14 F E,"-74,08629351813687","4,530461784488134"
5649,213A13,IED José Felix Restrepo,KR 6 - CL 18A Sur,"-74,09030843499298","4,57416656477422"
5656,576A09,Urbanización San Diego,KR 78C - CL 80 Sur,"-74,20875474395504","4,611374929590955"
5657,575A09,Urbanización San Diego,CL 80 Sur - KR 79A,"-74,20640568272474","4,61138634603496"
5667,139A09,Br. La Primavera,DG 74A Sur - KR 79,"-74,20212391951684","4,608366469034006"
